mfcc_mean,mfcc_std,annotator_emo
"[-379.8281555175781, 118.61316680908203, -3.217449426651001, 36.15676498413086, -1.2767996788024902, 12.836822509765625, -7.383358478546143, 1.2436466217041016, 5.854185581207275, -3.15584659576416, 2.687516450881958, -4.164323329925537, 0.9829179048538208, 0.2593041956424713, 0.044652633368968964, 0.6791985034942627, -1.0221049785614014, -0.5728099942207336, -1.2001664638519287, -4.834469795227051]","[61.47161102294922, 17.749773025512695, 13.852516174316406, 21.291072845458984, 11.18172836303711, 10.64053726196289, 17.677976608276367, 8.020498275756836, 7.6594343185424805, 5.670765399932861, 5.755457878112793, 4.937807083129883, 7.393567085266113, 5.8936052322387695, 4.839173793792725, 5.374842166900635, 6.796354293823242, 5.480681896209717, 6.000272750854492, 7.1657586097717285]",angry
"[-408.6875, 129.7067413330078, 3.668884038925171, 26.480182647705078, 6.297175884246826, 26.777036666870117, -8.108026504516602, 2.650607109069824, -2.199550151824951, -2.5443923473358154, -3.1742639541625977, 5.3144402503967285, -1.0539005994796753, -8.890190124511719, 6.676143169403076, -0.18402986228466034, 1.3675233125686646, -6.425796031951904, 2.0843889713287354, -1.3365689516067505]","[104.60440063476562, 62.417537689208984, 19.997451782226562, 22.514678955078125, 24.185482025146484, 22.446212768554688, 22.533174514770508, 12.397029876708984, 11.90466594696045, 9.454686164855957, 11.665080070495605, 6.8254570960998535, 7.056580543518066, 10.796727180480957, 10.021733283996582, 8.165106773376465, 6.150161266326904, 8.186870574951172, 6.976257801055908, 5.149903774261475]",neutral
"[-337.1182556152344, 87.62531280517578, -46.128883361816406, 29.73460578918457, 2.3879904747009277, -6.639618396759033, -24.918617248535156, -7.013671875, -29.01959228515625, -18.560049057006836, -6.332967758178711, -13.659819602966309, -6.105844020843506, -13.670883178710938, -9.698159217834473, -17.676002502441406, -8.180331230163574, -8.941202163696289, -11.080926895141602, -11.818252563476562]","[150.21832275390625, 36.13591766357422, 53.358428955078125, 22.070585250854492, 20.07324981689453, 16.032024383544922, 23.59927749633789, 10.597816467285156, 15.06389045715332, 11.814945220947266, 9.233184814453125, 8.844721794128418, 6.632258415222168, 10.205912590026855, 6.871214389801025, 11.357638359069824, 6.763255596160889, 7.470504283905029, 7.079777240753174, 7.989217281341553]",angry
"[-322.4399108886719, 121.37091827392578, -22.40068244934082, 40.53738021850586, -0.11887652426958084, -7.763457298278809, -18.790681838989258, 11.532855987548828, -1.083348035812378, 1.7826863527297974, -2.4001107215881348, -5.405901908874512, -0.3285823166370392, -5.423964023590088, 8.751569747924805, -4.027276515960693, 4.613001346588135, -0.6935650110244751, -3.653177499771118, 4.820247173309326]","[115.45399475097656, 28.97299575805664, 41.28252410888672, 29.765968322753906, 21.524425506591797, 20.1948299407959, 27.581912994384766, 13.11901569366455, 14.430614471435547, 12.769225120544434, 9.962125778198242, 12.093009948730469, 7.5914106369018555, 9.566642761230469, 9.46523380279541, 11.348217964172363, 12.03177547454834, 11.00935173034668, 9.729649543762207, 10.267504692077637]",positive
"[-485.7349548339844, 98.43169403076172, 8.556838035583496, 18.35184097290039, 0.8501648902893066, 13.488986015319824, 1.201978087425232, 2.5972659587860107, -0.5846081376075745, 3.1435699462890625, 2.4605395793914795, 1.802457571029663, 2.979890823364258, -1.3881889581680298, 4.843104839324951, -0.5858436822891235, 2.033090591430664, -0.4320047199726105, 0.1474236249923706, 0.07712946832180023]","[122.44852447509766, 51.53734588623047, 22.271730422973633, 17.087865829467773, 17.5362606048584, 9.252037048339844, 10.123457908630371, 8.327081680297852, 8.130969047546387, 8.160773277282715, 10.1387939453125, 8.27400016784668, 6.402377605438232, 6.972508430480957, 5.845428943634033, 6.795674800872803, 4.763214588165283, 4.751884937286377, 4.733911037445068, 4.626402378082275]",neutral
"[-312.4045104980469, 98.6438217163086, -15.78690242767334, 48.28217315673828, -13.734484672546387, -2.1127102375030518, -17.76443862915039, -12.551684379577637, -13.102922439575195, -9.084211349487305, -5.600520610809326, -6.973469257354736, 2.2629661560058594, -4.824909210205078, -6.209790229797363, -11.42972469329834, -3.5238850116729736, -2.601886510848999, -1.259835124015808, -5.371828079223633]","[94.60025787353516, 41.33613204956055, 26.54628562927246, 26.4636287689209, 21.83099365234375, 16.909194946289062, 22.168350219726562, 13.995512008666992, 9.989766120910645, 9.737811088562012, 7.050848960876465, 7.8573689460754395, 9.905521392822266, 10.516592025756836, 7.03333044052124, 10.933115005493164, 8.277587890625, 7.529024124145508, 9.417852401733398, 7.860434532165527]",neutral
"[-543.8772583007812, 95.96688079833984, -8.970283508300781, 34.45714569091797, -2.399893283843994, 21.808595657348633, -1.9392316341400146, 4.346254348754883, 2.943114757537842, -2.2409393787384033, -0.6587386727333069, 4.243821144104004, -1.9908716678619385, 3.0758371353149414, 4.901157855987549, -4.098415851593018, 10.494203567504883, -3.9291210174560547, 2.43225359916687, 0.26533764600753784]","[117.3613052368164, 52.532352447509766, 26.4523868560791, 34.35913848876953, 28.867219924926758, 14.529513359069824, 12.812326431274414, 10.627907752990723, 11.303862571716309, 10.68177604675293, 8.977405548095703, 7.4758076667785645, 10.886903762817383, 9.187369346618652, 6.9780683517456055, 8.620946884155273, 7.5553388595581055, 8.555061340332031, 5.047835826873779, 6.445725440979004]",sad
"[-412.5024108886719, 74.0293960571289, -44.876861572265625, 31.854616165161133, -42.738067626953125, 16.253459930419922, -41.55583572387695, -0.26627787947654724, -35.218807220458984, -16.391082763671875, -20.997722625732422, -22.40673828125, -11.093867301940918, -21.433361053466797, 0.7672709822654724, -18.949316024780273, 1.3044911623001099, -13.50112247467041, -0.9065852165222168, -11.458566665649414]","[83.08525085449219, 27.14737319946289, 25.21927833557129, 15.56006145477295, 16.142887115478516, 14.979560852050781, 11.542190551757812, 11.583806037902832, 12.778321266174316, 8.921130180358887, 7.413281440734863, 8.044294357299805, 7.101779460906982, 7.189672470092773, 6.407941818237305, 7.059951305389404, 7.095662593841553, 8.717677116394043, 6.458611011505127, 8.205994606018066]",neutral
"[-423.2030334472656, 56.6948356628418, 1.9026166200637817, 36.33543014526367, -33.07849884033203, 25.519203186035156, -32.21381378173828, 0.5468295812606812, -24.706958770751953, 5.850127220153809, -13.574471473693848, -7.886442184448242, -1.4210177659988403, -10.18366527557373, 3.873838186264038, -20.484468460083008, 9.384885787963867, -15.534693717956543, 1.1967684030532837, -4.149563312530518]","[102.32754516601562, 59.944618225097656, 30.437850952148438, 35.267295837402344, 32.93383026123047, 24.175106048583984, 24.35615348815918, 15.296053886413574, 21.452356338500977, 12.335577964782715, 10.682461738586426, 10.422844886779785, 11.436546325683594, 8.313697814941406, 8.33165168762207, 12.111259460449219, 8.186076164245605, 9.520036697387695, 6.84123420715332, 6.677295207977295]",neutral
"[-496.3124694824219, 67.49786376953125, -5.352248668670654, 40.46134567260742, -16.81378173828125, 13.91574764251709, -42.67872619628906, 14.170275688171387, -20.30303955078125, -10.434250831604004, -10.849793434143066, -13.646153450012207, -1.1071182489395142, -11.03966236114502, 1.5937788486480713, -13.274027824401855, 8.806437492370605, -8.193267822265625, 1.5287226438522339, -3.0303776264190674]","[102.57149505615234, 40.88435363769531, 21.394615173339844, 26.83318519592285, 27.764469146728516, 20.92808723449707, 21.857088088989258, 13.473723411560059, 15.259053230285645, 9.104927062988281, 7.356522083282471, 7.3704094886779785, 7.880788326263428, 8.979438781738281, 6.427357196807861, 10.981216430664062, 4.910702228546143, 8.713826179504395, 7.271207332611084, 10.23154067993164]",neutral
"[-355.0054016113281, 122.33300018310547, 3.8705716133117676, 37.70916748046875, -7.42311429977417, -2.5365958213806152, -2.165846109390259, -7.935770034790039, -14.104400634765625, -1.1523510217666626, 5.074208736419678, -5.186511039733887, -3.386981964111328, -5.293400287628174, -8.472667694091797, -0.5553994178771973, 5.86757230758667, -4.548460483551025, -2.3358097076416016, -7.833641052246094]","[58.56974411010742, 26.17732810974121, 18.432703018188477, 22.55940818786621, 19.405885696411133, 15.731912612915039, 16.49485969543457, 8.91307544708252, 9.815071105957031, 8.625923156738281, 5.8726959228515625, 8.622939109802246, 8.626437187194824, 6.592164039611816, 7.248198986053467, 8.594709396362305, 5.112807750701904, 8.237932205200195, 4.990067005157471, 5.813032150268555]",neutral
"[-578.765625, 77.84806823730469, 8.12177562713623, 29.987234115600586, -29.404138565063477, 19.047225952148438, -23.426572799682617, 10.035431861877441, -11.208693504333496, 0.6525397896766663, -8.496809959411621, -7.212870121002197, -0.11176853626966476, -10.350680351257324, 5.838216781616211, -15.410762786865234, 7.190566539764404, -8.437440872192383, -1.1986920833587646, -2.9312703609466553]","[65.85591888427734, 41.94536209106445, 13.554667472839355, 17.81270980834961, 23.668190002441406, 15.576706886291504, 16.92790412902832, 10.350784301757812, 9.218125343322754, 9.882880210876465, 10.025477409362793, 7.567466735839844, 7.677206516265869, 7.0279741287231445, 7.373652458190918, 11.927389144897461, 6.706062316894531, 6.642919063568115, 6.769053936004639, 5.2851362228393555]",neutral
"[-608.7593383789062, 98.966552734375, 9.43673324584961, 43.775665283203125, -7.68428897857666, 16.760034561157227, -11.450124740600586, 17.566591262817383, -4.5834503173828125, 4.790459156036377, -0.431181401014328, 1.7743374109268188, 11.384061813354492, -0.8024777770042419, 10.930636405944824, -3.934727907180786, 9.637150764465332, 0.5863090753555298, 8.494428634643555, 1.6796398162841797]","[65.41806030273438, 34.76392364501953, 14.630054473876953, 18.440956115722656, 18.029897689819336, 16.375808715820312, 16.686941146850586, 6.878476619720459, 10.139606475830078, 6.447174072265625, 9.977081298828125, 6.289111137390137, 6.048458099365234, 6.5010151863098145, 5.400538444519043, 8.447032928466797, 4.8855390548706055, 5.682725429534912, 4.317264556884766, 7.75709342956543]",sad
"[-339.8912353515625, 87.63697052001953, -12.65685749053955, 27.002405166625977, -27.884765625, 16.001497268676758, -33.55176544189453, 7.203518867492676, -20.599536895751953, 7.1121673583984375, -6.990024089813232, -13.559050559997559, 3.0367777347564697, -7.992029190063477, 5.32368278503418, -14.144515037536621, 6.282101631164551, -11.656942367553711, -2.101698160171509, -10.415238380432129]","[92.75135803222656, 40.03896713256836, 19.760744094848633, 23.729042053222656, 14.948426246643066, 13.281227111816406, 16.83665657043457, 9.59587287902832, 14.367534637451172, 9.837870597839355, 9.171957015991211, 11.101265907287598, 6.869035243988037, 7.650063514709473, 8.865273475646973, 11.381033897399902, 7.7073516845703125, 9.311325073242188, 5.553011894226074, 6.963951587677002]",positive
"[-458.3676452636719, 69.54644775390625, 1.0933606624603271, 38.68840026855469, -38.46425247192383, 31.611522674560547, -35.749755859375, 9.058323860168457, -9.6064453125, 3.8245503902435303, 1.1503008604049683, -18.2609920501709, 6.462384223937988, -14.917713165283203, 5.431878089904785, -11.966029167175293, -0.3087024390697479, -3.6243107318878174, -5.227432727813721, -3.495208740234375]","[89.50682067871094, 30.00973129272461, 18.28728485107422, 15.583121299743652, 24.7807674407959, 18.8896427154541, 19.848405838012695, 9.701820373535156, 7.804236888885498, 6.030635356903076, 7.220772743225098, 9.742735862731934, 6.457347869873047, 5.9029693603515625, 5.683104991912842, 7.676025390625, 4.921175003051758, 6.017633438110352, 5.308356285095215, 3.6975743770599365]",neutral
"[-396.16241455078125, 56.31037902832031, -17.540990829467773, 56.72795867919922, -44.4624137878418, 40.052791595458984, -41.21295928955078, 9.693441390991211, -5.821032524108887, 4.188882827758789, -7.765390396118164, -16.606552124023438, 5.675894260406494, -19.708101272583008, 4.988503456115723, -16.295621871948242, 2.454422950744629, -8.749249458312988, -3.8978819847106934, -3.3550519943237305]","[85.14974212646484, 33.70220184326172, 20.770828247070312, 25.156320571899414, 25.45256233215332, 20.86332893371582, 20.423477172851562, 12.718493461608887, 13.606846809387207, 8.991608619689941, 10.545646667480469, 8.121726036071777, 7.727491855621338, 7.873257637023926, 7.221381664276123, 7.911715507507324, 6.676733016967773, 7.134061336517334, 6.291308403015137, 7.02225399017334]",neutral
"[-485.6448059082031, 116.91134643554688, -24.941694259643555, 48.73991775512695, -30.338415145874023, 22.753135681152344, -21.62737274169922, 4.818276405334473, -11.04847240447998, -5.590628147125244, -3.460238456726074, -11.28266716003418, 1.5244096517562866, -15.864177703857422, 3.7269749641418457, -13.41732120513916, 2.4714794158935547, -6.634807109832764, -4.930558681488037, -2.2053780555725098]","[38.48701477050781, 20.32645606994629, 11.451451301574707, 20.221729278564453, 13.901315689086914, 9.088369369506836, 8.546963691711426, 6.136131763458252, 6.1120405197143555, 6.828646659851074, 6.359816074371338, 4.803426265716553, 7.08510684967041, 7.451225280761719, 5.014679431915283, 6.285053253173828, 4.650754928588867, 4.709682941436768, 4.975874423980713, 5.326968193054199]",sad
"[-324.2137145996094, 114.5830307006836, -0.6670050024986267, 22.852405548095703, -1.9709526300430298, 18.520536422729492, 12.510872840881348, 1.3110016584396362, -3.0532586574554443, -1.1922513246536255, 3.968726873397827, 0.6282729506492615, -3.6725101470947266, 3.2239034175872803, 7.240711688995361, 2.4387471675872803, 10.475714683532715, 8.080718040466309, 9.551548957824707, 5.165962219238281]","[125.67994689941406, 41.061912536621094, 46.83025360107422, 25.730377197265625, 30.52326011657715, 19.82590675354004, 18.381898880004883, 17.02846908569336, 10.976428985595703, 8.337982177734375, 8.88356876373291, 8.897839546203613, 12.904373168945312, 10.63093090057373, 10.586677551269531, 11.121580123901367, 13.960551261901855, 12.033281326293945, 15.802138328552246, 13.18887996673584]",positive
"[-643.97216796875, 91.96009063720703, 15.66761302947998, 30.31906509399414, -14.383136749267578, 29.648818969726562, -23.95892906188965, 13.176616668701172, -9.960997581481934, 6.873246669769287, 1.8593403100967407, -0.8945297598838806, 6.838327884674072, -3.6124236583709717, 9.545827865600586, -5.432939052581787, 4.309169292449951, -7.317126274108887, 8.166325569152832, -3.9663662910461426]","[111.23319244384766, 46.463375091552734, 19.29936408996582, 15.806702613830566, 15.400367736816406, 15.900983810424805, 21.735321044921875, 8.978909492492676, 12.01356029510498, 10.14681339263916, 6.858114242553711, 8.267044067382812, 6.824178218841553, 6.91256856918335, 5.983889102935791, 5.235891819000244, 7.956993579864502, 7.163788795471191, 5.904965400695801, 5.058012962341309]",sad
"[-714.65625, 73.11579895019531, 4.062396049499512, 37.78040313720703, -17.623153686523438, 15.669766426086426, -22.882225036621094, 13.1514253616333, -6.586737155914307, -1.9708235263824463, 0.511025607585907, -3.159097671508789, 2.9638187885284424, -5.925601482391357, 9.12252140045166, -7.293622016906738, 6.570438385009766, -3.835801601409912, 0.3161429464817047, -1.0490185022354126]","[84.60669708251953, 35.88316345214844, 18.962839126586914, 26.844820022583008, 20.677074432373047, 16.24427604675293, 26.67978858947754, 12.469803810119629, 11.923547744750977, 11.029594421386719, 10.296496391296387, 7.52353048324585, 9.459020614624023, 6.800891399383545, 6.015444278717041, 9.788239479064941, 7.5564656257629395, 6.991555213928223, 6.870434284210205, 9.853047370910645]",other
"[-470.3177185058594, 83.9237289428711, -18.25205421447754, 19.194028854370117, -11.45373821258545, 12.553876876831055, -7.590453624725342, 7.3294878005981445, -2.244497776031494, -4.043285846710205, -2.960205316543579, -10.332307815551758, -3.973728895187378, -8.62912368774414, -1.0348306894302368, -5.57827615737915, -1.4775110483169556, -3.359564781188965, -2.571519613265991, -3.8000094890594482]","[73.63896942138672, 27.44109535217285, 12.614290237426758, 28.56462860107422, 15.423030853271484, 11.990045547485352, 26.71978759765625, 7.726789474487305, 9.013566970825195, 11.34709644317627, 7.226583003997803, 5.925360679626465, 5.001473903656006, 7.09966516494751, 7.177280426025391, 10.118233680725098, 6.0286102294921875, 4.541215419769287, 6.304176330566406, 5.791957855224609]",neutral
"[-435.6583251953125, 71.34375762939453, -8.0083589553833, 9.959686279296875, -19.684467315673828, 1.2410095930099487, -23.93604278564453, -5.6180644035339355, -22.72631072998047, -15.205425262451172, -7.112115859985352, -10.498425483703613, -1.3726403713226318, -6.07535982131958, 2.1541268825531006, -6.09511661529541, -1.4375286102294922, -7.197139263153076, 0.44793176651000977, 0.06051831692457199]","[104.6954574584961, 29.33629035949707, 19.646615982055664, 13.515406608581543, 21.76618003845215, 14.203885078430176, 21.015012741088867, 9.107177734375, 15.470159530639648, 8.305971145629883, 6.186184406280518, 8.933801651000977, 7.094249725341797, 6.646632671356201, 4.746856212615967, 8.968914031982422, 5.159182071685791, 7.4315009117126465, 5.3951096534729, 6.503885269165039]",neutral
"[-501.3476257324219, 109.277587890625, -0.5394608974456787, 28.897743225097656, 18.39905548095703, 20.054468154907227, 1.3439981937408447, 3.296006441116333, 3.83579421043396, -0.6219578981399536, -2.719496488571167, -12.19721794128418, -9.130434036254883, -2.6071243286132812, -2.063793182373047, -5.193388938903809, 0.9595466256141663, 0.8863329291343689, 0.8853065967559814, -1.2596412897109985]","[101.76317596435547, 44.817508697509766, 25.475786209106445, 20.570924758911133, 17.145320892333984, 12.797024726867676, 15.266249656677246, 8.987150192260742, 9.362383842468262, 10.571097373962402, 7.987685203552246, 6.053345203399658, 9.253616333007812, 6.656744956970215, 7.223193168640137, 4.802889347076416, 5.894464492797852, 5.196925163269043, 4.271833896636963, 4.144570350646973]",neutral
"[-504.2608337402344, 129.95431518554688, -8.176078796386719, 36.63627624511719, -8.670369148254395, 25.6164493560791, -6.070788383483887, 15.047503471374512, -7.699188709259033, 5.321451663970947, 2.2551844120025635, -1.7782851457595825, 12.923397064208984, 0.34550780057907104, 7.4712042808532715, 1.7019881010055542, 13.08494758605957, 1.716335654258728, 7.9151530265808105, 2.0513598918914795]","[59.829933166503906, 30.067739486694336, 17.19367790222168, 21.395132064819336, 14.867337226867676, 12.780402183532715, 12.557806015014648, 6.946715354919434, 10.089920043945312, 8.091708183288574, 8.437355995178223, 7.342660427093506, 6.9688191413879395, 6.75950813293457, 7.155030727386475, 7.799964904785156, 6.116846084594727, 6.319169998168945, 7.147077560424805, 6.182039737701416]",sad
"[-530.9202880859375, 90.24738311767578, -18.75434112548828, 27.574142456054688, -17.26818084716797, 15.220787048339844, -8.385331153869629, 4.996983528137207, -13.997169494628906, 2.4199931621551514, -1.0774860382080078, -2.8833398818969727, 3.299880266189575, -3.5766761302948, 6.816279888153076, -3.178288459777832, 8.07921028137207, -5.693740367889404, 3.551831007003784, -4.417483329772949]","[101.4644546508789, 31.937898635864258, 19.557350158691406, 28.082120895385742, 27.013208389282227, 15.383390426635742, 21.271400451660156, 11.357624053955078, 13.161093711853027, 10.362052917480469, 8.786727905273438, 9.094376564025879, 10.404754638671875, 7.4428300857543945, 6.642441272735596, 13.90063762664795, 7.919845104217529, 10.926170349121094, 7.314916610717773, 8.772290229797363]",neutral
"[-472.8288879394531, 104.67737579345703, 3.1265010833740234, 44.70206069946289, 3.1039795875549316, 19.859527587890625, 0.6214142441749573, -0.4809788763523102, 3.1016645431518555, 2.844013214111328, -0.4815416932106018, -3.4712793827056885, 1.212949275970459, -4.964831352233887, 2.3054087162017822, -0.18650852143764496, -1.7708516120910645, -2.3982536792755127, 1.8697707653045654, 1.0181713104248047]","[93.52781677246094, 44.33109664916992, 17.479860305786133, 25.55706214904785, 24.044933319091797, 13.991023063659668, 13.509373664855957, 10.064629554748535, 10.090458869934082, 5.641465187072754, 10.119611740112305, 7.853490352630615, 5.806244850158691, 9.731600761413574, 5.9961161613464355, 5.028181552886963, 6.66383695602417, 6.84700345993042, 5.491685390472412, 3.713054895401001]",sad
"[-488.888916015625, 76.03001403808594, -0.703359067440033, 27.01157569885254, -12.474669456481934, 7.239907264709473, -0.16116641461849213, -2.162785768508911, -3.512826919555664, 0.2346825748682022, -7.669670104980469, -7.51657772064209, -2.7023849487304688, -5.018051624298096, 0.18694694340229034, -8.194588661193848, 0.8877097368240356, -2.5266013145446777, -3.4428582191467285, -1.8658010959625244]","[106.51536560058594, 38.83317947387695, 18.679582595825195, 24.760791778564453, 25.021411895751953, 10.379158973693848, 8.853751182556152, 13.619450569152832, 10.296513557434082, 8.426036834716797, 8.347213745117188, 9.431426048278809, 7.129892349243164, 5.896315097808838, 6.085394382476807, 8.854183197021484, 5.411043167114258, 5.296560764312744, 6.613112449645996, 5.603926658630371]",sad
"[-524.4343872070312, 97.42567443847656, 4.792350769042969, 25.172088623046875, 8.372504234313965, 16.830154418945312, -4.999850273132324, 3.44882869720459, -2.4292900562286377, -1.7056635618209839, 1.112459659576416, -1.1485780477523804, 1.6992043256759644, 1.0920549631118774, 5.252912998199463, -3.307661771774292, -0.8412581086158752, -2.581712245941162, -1.38060462474823, -3.397526502609253]","[110.9278564453125, 37.44832992553711, 22.449247360229492, 22.074329376220703, 16.778440475463867, 15.921073913574219, 25.206565856933594, 10.762807846069336, 11.029321670532227, 8.116769790649414, 6.721596717834473, 8.280956268310547, 7.015629768371582, 10.064467430114746, 5.6241774559021, 8.089058876037598, 4.965191841125488, 6.247901916503906, 4.282583236694336, 5.6105217933654785]",neutral
"[-418.62640380859375, 99.39849853515625, -19.141626358032227, 19.34378433227539, -9.922751426696777, -0.8168262243270874, -19.755247116088867, 4.961734771728516, -13.311054229736328, -7.656510353088379, -7.114677906036377, -11.222126007080078, 0.46843045949935913, -3.8732314109802246, 0.8698347210884094, -8.43403148651123, 4.530722618103027, -5.142262935638428, -1.951038122177124, -2.7432167530059814]","[98.24341583251953, 46.93387222290039, 21.228778839111328, 25.943777084350586, 16.591243743896484, 23.024816513061523, 23.415029525756836, 11.882829666137695, 18.471933364868164, 9.999528884887695, 9.130716323852539, 12.609613418579102, 8.770041465759277, 9.533198356628418, 7.153585910797119, 10.42634391784668, 6.519893646240234, 8.587003707885742, 6.991868019104004, 6.908052921295166]",neutral
"[-637.4949340820312, 107.58787536621094, 1.491633415222168, 46.0373420715332, -17.12836265563965, 15.874341011047363, -23.01321792602539, 5.312497138977051, -11.652323722839355, -4.877928733825684, -12.57727336883545, -9.702271461486816, -3.876225233078003, -14.292694091796875, 2.6289405822753906, -17.708768844604492, -7.648020267486572, -15.873948097229004, -4.978623390197754, -10.50059986114502]","[71.64666748046875, 28.251314163208008, 22.830514907836914, 27.347379684448242, 17.27821159362793, 13.008126258850098, 16.40874671936035, 10.380911827087402, 8.969094276428223, 8.567355155944824, 6.793752193450928, 6.129785537719727, 7.396114349365234, 6.627902030944824, 5.183913230895996, 4.876262187957764, 9.15688419342041, 5.5501484870910645, 5.349071979522705, 6.234619140625]",neutral
"[-361.9992370605469, 56.01360321044922, -4.628621578216553, 30.20941925048828, -9.495819091796875, 12.001501083374023, -28.86357879638672, 12.100767135620117, -17.040287017822266, -3.766472101211548, -15.784072875976562, -10.363036155700684, -1.6254644393920898, -13.037635803222656, 2.222745180130005, -14.413642883300781, 2.376645565032959, -11.474467277526855, -1.4242465496063232, -8.712265968322754]","[160.3073272705078, 51.52103805541992, 34.25871658325195, 30.725894927978516, 24.12042236328125, 14.9219331741333, 25.378936767578125, 13.490408897399902, 15.442572593688965, 9.356756210327148, 12.508602142333984, 9.270916938781738, 7.468841552734375, 13.43927001953125, 7.608431816101074, 10.872980117797852, 8.086600303649902, 7.303020000457764, 5.023571491241455, 7.268953800201416]",neutral
"[-632.8447265625, 79.57936096191406, 2.327160120010376, 46.43996047973633, -14.737035751342773, 24.143461227416992, -16.092613220214844, 27.558490753173828, -13.068480491638184, 10.721531867980957, -11.56998062133789, -0.8761295676231384, 3.7338547706604004, -12.343338966369629, 10.63400650024414, -12.717845916748047, 12.919918060302734, -7.43999719619751, 4.998640537261963, -2.6924734115600586]","[112.99555969238281, 32.12803268432617, 16.43916130065918, 34.75492858886719, 24.165197372436523, 11.401288032531738, 20.359210968017578, 8.722005844116211, 17.37154197692871, 8.111252784729004, 11.230467796325684, 8.588212013244629, 8.938497543334961, 9.718650817871094, 5.728518009185791, 13.112475395202637, 5.025866508483887, 6.101879596710205, 4.945326328277588, 6.408478736877441]",neutral
"[-346.5925598144531, 117.60185241699219, 0.418246865272522, 44.229373931884766, -14.682256698608398, 26.075796127319336, -17.06663703918457, 8.42332649230957, -5.176194190979004, 5.202825546264648, 1.8681448698043823, -8.79501724243164, 1.4403479099273682, -8.914665222167969, 5.337193965911865, -11.855818748474121, 1.5199732780456543, -4.496191024780273, -9.258726119995117, -8.737098693847656]","[68.51769256591797, 28.29629898071289, 12.932825088500977, 26.442325592041016, 21.707246780395508, 12.03803825378418, 18.823192596435547, 7.530784606933594, 9.661646842956543, 7.8362908363342285, 7.2772297859191895, 8.722712516784668, 5.843940734863281, 6.995708465576172, 6.71002721786499, 9.306607246398926, 5.016798973083496, 5.094958782196045, 6.116229057312012, 5.055849552154541]",neutral
"[-301.7912292480469, 103.32948303222656, -16.895736694335938, 13.301085472106934, -39.98262023925781, 15.385862350463867, -26.60955238342285, 14.709420204162598, -13.061572074890137, 7.941346168518066, 1.0600236654281616, -9.547181129455566, 2.6765811443328857, -6.355018138885498, 2.035175323486328, -20.69575309753418, 2.8828957080841064, -8.791351318359375, 3.560436725616455, -5.300713062286377]","[89.52931213378906, 32.707828521728516, 14.11357593536377, 39.17771911621094, 23.129798889160156, 16.391542434692383, 17.2298583984375, 10.720660209655762, 22.34602928161621, 8.297945976257324, 6.436906337738037, 11.364361763000488, 7.449520587921143, 6.538778305053711, 5.658838272094727, 11.11790943145752, 8.700982093811035, 7.078581809997559, 5.699479579925537, 5.4042277336120605]",angry
